"                                                    Monthly Statement 2025-10"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
AGL AGILON HEALTH INC,09/10/2025,10/10/2025,BUY,56,1.01,56.56,-0.06,0.00,56.62

APLS APELLIS PHARMACEUTICALS INC,09/10/2025,10/10/2025,SELL,2,25.86,51.72,-0.06,0.00,51.66

NVTS NAVITAS SEMICONDUCTOR CORP,09/10/2025,10/10/2025,SELL,8,7.96,63.68,-0.07,0.00,63.61

QXO QXO INC,09/10/2025,10/10/2025,BUY,3,19.63,58.89,-0.06,0.00,58.95

QXO QXO INC,09/10/2025,10/10/2025,SELL,3,20.18,60.54,-0.07,0.00,60.47

AGL AGILON HEALTH INC,09/10/2025,10/10/2025,BUY,53,1.05,55.65,-0.06,0.00,55.71

CLSK CLEANSPARK INC,09/10/2025,10/10/2025,SELL,5,20.24,101.20,-0.11,-0.01,101.08

CLSK CLEANSPARK INC,09/10/2025,10/10/2025,SELL,5,19.84,99.20,-0.11,-0.01,99.08

DYN DYNE THERAPEUTICS INC,09/10/2025,10/10/2025,SELL,4,15.00,60.00,-0.07,0.00,59.93

RXRX RECURSION PHARMACEUTICALS INC,09/10/2025,10/10/2025,SELL,10,6.27,62.70,-0.07,0.00,62.63

GERN GERON CORP,09/10/2025,10/10/2025,SELL,40,1.40,56.00,-0.07,0.00,55.93

CLSK CLEANSPARK INC,09/10/2025,10/10/2025,SELL,3,19.46,58.38,-0.07,0.00,58.31

CLSK CLEANSPARK INC,09/10/2025,10/10/2025,BUY,60,18.77,1126.20,-1.13,-0.08,1127.41

AGL AGILON HEALTH INC,09/10/2025,10/10/2025,BUY,94,1.08,101.52,-0.10,-0.01,101.63

NVTS NAVITAS SEMICONDUCTOR CORP,08/10/2025,09/10/2025,BUY,8,7.66,61.28,-0.06,0.00,61.34

RXRX RECURSION PHARMACEUTICALS INC,08/10/2025,09/10/2025,SELL,10,6.02,60.20,-0.07,0.00,60.13

GERN GERON CORP,08/10/2025,09/10/2025,SELL,43,1.35,58.05,-0.07,0.00,57.98

NVTS NAVITAS SEMICONDUCTOR CORP,08/10/2025,09/10/2025,BUY,7,7.96,55.72,-0.06,0.00,55.78

APLS APELLIS PHARMACEUTICALS INC,08/10/2025,09/10/2025,SELL,2,25.35,50.70,-0.06,0.00,50.64

RXRX RECURSION PHARMACEUTICALS INC,08/10/2025,09/10/2025,SELL,10,5.83,58.25,-0.07,0.00,58.18

RXRX RECURSION PHARMACEUTICALS INC,08/10/2025,09/10/2025,SELL,11,5.57,61.27,-0.07,0.00,61.20

DYN DYNE THERAPEUTICS INC,08/10/2025,09/10/2025,SELL,4,14.44,57.76,-0.07,0.00,57.69

CLSK CLEANSPARK INC,08/10/2025,09/10/2025,SELL,3,19.48,58.44,-0.07,0.00,58.37

CLSK CLEANSPARK INC,08/10/2025,09/10/2025,SELL,3,19.18,57.54,-0.07,0.00,57.47

LUNR INTUITIVE MACHINES INC,08/10/2025,09/10/2025,SELL,5,12.89,64.45,-0.07,0.00,64.38

RXRX RECURSION PHARMACEUTICALS INC,08/10/2025,09/10/2025,SELL,11,5.36,58.96,-0.07,0.00,58.89

CLSK CLEANSPARK INC,08/10/2025,09/10/2025,SELL,3,18.89,56.67,-0.07,0.00,56.60

NVTS NAVITAS SEMICONDUCTOR CORP,08/10/2025,09/10/2025,SELL,7,8.30,58.10,-0.07,0.00,58.03

IBRX IMMUNITYBIO INC,08/10/2025,09/10/2025,SELL,23,2.54,58.42,-0.07,0.00,58.35

CLSK CLEANSPARK INC,08/10/2025,09/10/2025,BUY,9,18.59,167.31,-0.17,-0.01,167.49

QXO QXO INC,08/10/2025,09/10/2025,BUY,4,19.63,78.52,-0.08,-0.01,78.61

NVTS NAVITAS SEMICONDUCTOR CORP,08/10/2025,09/10/2025,BUY,7,7.96,55.72,-0.06,0.00,55.78

DYN DYNE THERAPEUTICS INC,08/10/2025,09/10/2025,SELL,6,14.00,84.00,-0.09,-0.01,83.90

APLS APELLIS PHARMACEUTICALS INC,07/10/2025,08/10/2025,SELL,2,24.85,49.70,-0.06,0.00,49.64

IBRX IMMUNITYBIO INC,07/10/2025,08/10/2025,BUY,26,2.46,63.96,-0.06,0.00,64.02

RXRX RECURSION PHARMACEUTICALS INC,07/10/2025,08/10/2025,BUY,12,5.16,61.92,-0.06,0.00,61.98

DJT TRUMP MEDIA & TECHNOLOGY GROUP,07/10/2025,08/10/2025,BUY,3,17.17,51.51,-0.05,0.00,51.56

NVTS NAVITAS SEMICONDUCTOR CORP,07/10/2025,08/10/2025,BUY,7,8.28,57.96,-0.06,0.00,58.02

DYN DYNE THERAPEUTICS INC,07/10/2025,08/10/2025,SELL,4,13.81,55.24,-0.07,0.00,55.17

NVTS NAVITAS SEMICONDUCTOR CORP,07/10/2025,08/10/2025,SELL,7,8.62,60.34,-0.07,0.00,60.27

RXRX RECURSION PHARMACEUTICALS INC,07/10/2025,08/10/2025,BUY,11,5.37,59.07,-0.06,0.00,59.13

CLSK CLEANSPARK INC,07/10/2025,08/10/2025,SELL,3,18.52,55.56,-0.07,0.00,55.49

NVTS NAVITAS SEMICONDUCTOR CORP,07/10/2025,08/10/2025,SELL,7,8.30,58.10,-0.07,0.00,58.03

DYN DYNE THERAPEUTICS INC,07/10/2025,08/10/2025,BUY,5,12.74,63.70,-0.06,0.00,63.76

CLSK CLEANSPARK INC,07/10/2025,08/10/2025,SELL,3,18.25,54.75,-0.06,0.00,54.69

FLNC FLUENCE ENERGY INC,07/10/2025,08/10/2025,SELL,6,15.69,94.14,-0.10,-0.01,94.03

CLSK CLEANSPARK INC,07/10/2025,08/10/2025,SELL,6,17.96,107.76,-0.12,-0.01,107.63

FLNC FLUENCE ENERGY INC,07/10/2025,08/10/2025,BUY,5,15.59,77.95,-0.08,-0.01,78.04

FLNC FLUENCE ENERGY INC,07/10/2025,08/10/2025,BUY,30,15.59,467.70,-0.47,-0.03,468.20

FLNC FLUENCE ENERGY INC,07/10/2025,08/10/2025,BUY,54,15.64,844.56,-0.84,-0.06,845.46

CLSK CLEANSPARK INC,07/10/2025,08/10/2025,BUY,12,17.94,215.28,-0.22,-0.02,215.52

APLS APELLIS PHARMACEUTICALS INC,06/10/2025,07/10/2025,SELL,2,24.38,48.76,-0.06,0.00,48.70

LUNR INTUITIVE MACHINES INC,06/10/2025,07/10/2025,SELL,5,12.38,61.90,-0.07,0.00,61.83

GERN GERON CORP,06/10/2025,07/10/2025,BUY,43,1.30,55.90,-0.06,0.00,55.96

NEGG NEWEGG COMMERCE INC,06/10/2025,07/10/2025,SELL,1,50.91,50.91,-0.06,0.00,50.85

LUNR INTUITIVE MACHINES INC,06/10/2025,07/10/2025,BUY,6,11.76,70.56,-0.07,0.00,70.63

LUNR INTUITIVE MACHINES INC,06/10/2025,07/10/2025,BUY,20,11.90,238.00,-0.24,-0.02,238.26

DJT TRUMP MEDIA & TECHNOLOGY GROUP,06/10/2025,07/10/2025,SELL,3,17.76,53.28,-0.06,0.00,53.22

NVTS NAVITAS SEMICONDUCTOR CORP,06/10/2025,07/10/2025,SELL,8,8.07,64.56,-0.07,0.00,64.49

RXRX RECURSION PHARMACEUTICALS INC,06/10/2025,07/10/2025,SELL,11,5.65,62.15,-0.07,0.00,62.08

IBRX IMMUNITYBIO INC,06/10/2025,07/10/2025,BUY,39,2.55,99.45,-0.10,-0.01,99.56

DYN DYNE THERAPEUTICS INC,03/10/2025,06/10/2025,SELL,5,13.36,66.80,-0.08,0.00,66.72

RXRX RECURSION PHARMACEUTICALS INC,03/10/2025,06/10/2025,BUY,11,5.37,59.07,-0.06,0.00,59.13

NVTS NAVITAS SEMICONDUCTOR CORP,03/10/2025,06/10/2025,BUY,8,7.66,61.28,-0.06,0.00,61.34

GERN GERON CORP,03/10/2025,06/10/2025,BUY,47,1.35,63.45,-0.06,0.00,63.51

NVTS NAVITAS SEMICONDUCTOR CORP,03/10/2025,06/10/2025,BUY,7,7.96,55.72,-0.06,0.00,55.78

APLS APELLIS PHARMACEUTICALS INC,03/10/2025,06/10/2025,SELL,3,23.70,71.10,-0.08,0.00,71.02

GERN GERON CORP,03/10/2025,06/10/2025,BUY,44,1.41,62.04,-0.06,0.00,62.10

NEGG NEWEGG COMMERCE INC,03/10/2025,06/10/2025,SELL,1,46.67,46.67,-0.06,0.00,46.61

FFWM FIRST FNDTN INC,03/10/2025,06/10/2025,SELL,10,5.80,58.00,-0.07,0.00,57.93

AGL AGILON HEALTH INC,03/10/2025,06/10/2025,SELL,57,1.17,66.69,-0.08,0.00,66.61

GERN GERON CORP,03/10/2025,06/10/2025,SELL,44,1.47,64.68,-0.07,0.00,64.61

IBRX IMMUNITYBIO INC,03/10/2025,06/10/2025,SELL,23,2.70,62.10,-0.07,0.00,62.03

IBRX IMMUNITYBIO INC,03/10/2025,06/10/2025,SELL,24,2.61,62.64,-0.07,0.00,62.57

QXO QXO INC,03/10/2025,06/10/2025,SELL,3,20.36,61.08,-0.07,0.00,61.01

CLSK CLEANSPARK INC,03/10/2025,06/10/2025,SELL,4,15.69,62.76,-0.07,0.00,62.69

APLS APELLIS PHARMACEUTICALS INC,03/10/2025,06/10/2025,BUY,3,23.24,69.72,-0.07,0.00,69.79

APLS APELLIS PHARMACEUTICALS INC,03/10/2025,06/10/2025,SELL,3,23.70,71.10,-0.08,0.00,71.02

QXO QXO INC,03/10/2025,06/10/2025,SELL,3,20.20,60.60,-0.07,0.00,60.53

CLSK CLEANSPARK INC,03/10/2025,06/10/2025,SELL,4,15.32,61.28,-0.07,0.00,61.21

RXRX RECURSION PHARMACEUTICALS INC,02/10/2025,03/10/2025,SELL,11,5.59,61.49,-0.07,0.00,61.42

QXO QXO INC,02/10/2025,03/10/2025,SELL,3,19.32,57.96,-0.07,0.00,57.89

DJT TRUMP MEDIA & TECHNOLOGY GROUP,02/10/2025,03/10/2025,SELL,4,17.17,68.68,-0.08,0.00,68.60

CLSK CLEANSPARK INC,02/10/2025,03/10/2025,SELL,4,14.87,59.48,-0.07,0.00,59.41

NVTS NAVITAS SEMICONDUCTOR CORP,02/10/2025,03/10/2025,SELL,7,8.30,58.10,-0.07,0.00,58.03

CLSK CLEANSPARK INC,02/10/2025,03/10/2025,BUY,4,14.46,57.84,-0.06,0.00,57.90

NVTS NAVITAS SEMICONDUCTOR CORP,02/10/2025,03/10/2025,BUY,7,7.96,55.72,-0.06,0.00,55.78

CLSK CLEANSPARK INC,02/10/2025,03/10/2025,BUY,4,14.86,59.44,-0.06,0.00,59.50

NVTS NAVITAS SEMICONDUCTOR CORP,02/10/2025,03/10/2025,SELL,7,8.30,58.10,-0.07,0.00,58.03

IBRX IMMUNITYBIO INC,02/10/2025,03/10/2025,SELL,24,2.52,60.48,-0.07,0.00,60.41

RXRX RECURSION PHARMACEUTICALS INC,02/10/2025,03/10/2025,SELL,11,5.38,59.18,-0.07,0.00,59.11

CLSK CLEANSPARK INC,02/10/2025,03/10/2025,SELL,4,15.27,61.08,-0.07,0.00,61.01

FLNC FLUENCE ENERGY INC,02/10/2025,03/10/2025,SELL,4,13.93,55.72,-0.07,0.00,55.65

RIVN RIVIAN AUTOMOTIVE INC,02/10/2025,03/10/2025,BUY,4,13.58,54.32,-0.05,0.00,54.37

NVTS NAVITAS SEMICONDUCTOR CORP,02/10/2025,03/10/2025,SELL,8,7.96,63.68,-0.07,0.00,63.61

NVTS NAVITAS SEMICONDUCTOR CORP,02/10/2025,03/10/2025,SELL,8,7.65,61.20,-0.07,0.00,61.13

RIVN RIVIAN AUTOMOTIVE INC,02/10/2025,03/10/2025,BUY,4,14.12,56.48,-0.06,0.00,56.54

FLNC FLUENCE ENERGY INC,02/10/2025,03/10/2025,SELL,14,13.59,190.26,-0.20,-0.01,190.05

NVTS NAVITAS SEMICONDUCTOR CORP,02/10/2025,03/10/2025,SELL,8,7.56,60.48,-0.07,0.00,60.41

CLSK CLEANSPARK INC,02/10/2025,03/10/2025,BUY,8,14.89,119.12,-0.12,-0.01,119.25

NVTS NAVITAS SEMICONDUCTOR CORP,01/10/2025,02/10/2025,BUY,8,7.06,56.48,-0.06,0.00,56.54

IBRX IMMUNITYBIO INC,01/10/2025,02/10/2025,BUY,24,2.44,58.56,-0.06,0.00,58.62

NVTS NAVITAS SEMICONDUCTOR CORP,01/10/2025,02/10/2025,SELL,8,7.36,58.88,-0.07,0.00,58.81

NEGG NEWEGG COMMERCE INC,01/10/2025,02/10/2025,SELL,1,43.08,43.08,-0.05,0.00,43.03

IBRX IMMUNITYBIO INC,01/10/2025,02/10/2025,SELL,24,2.52,60.48,-0.07,0.00,60.41

RXRX RECURSION PHARMACEUTICALS INC,01/10/2025,02/10/2025,SELL,12,5.17,62.04,-0.07,0.00,61.97

FLNC FLUENCE ENERGY INC,01/10/2025,02/10/2025,SELL,5,11.91,59.55,-0.07,0.00,59.48

FLNC FLUENCE ENERGY INC,01/10/2025,02/10/2025,SELL,5,11.52,57.60,-0.07,0.00,57.53

GERN GERON CORP,01/10/2025,02/10/2025,SELL,39,1.41,54.99,-0.06,0.00,54.93

APLS APELLIS PHARMACEUTICALS INC,01/10/2025,02/10/2025,SELL,3,23.06,69.18,-0.08,0.00,69.10

FLNC FLUENCE ENERGY INC,01/10/2025,02/10/2025,SELL,6,10.99,65.94,-0.08,0.00,65.86

RIVN RIVIAN AUTOMOTIVE INC,01/10/2025,02/10/2025,BUY,14,14.67,205.38,-0.21,-0.01,205.60

FFWM FIRST FNDTN INC,01/10/2025,02/10/2025,BUY,11,5.58,61.38,-0.06,0.00,61.44

RXRX RECURSION PHARMACEUTICALS INC,30/09/2025,01/10/2025,SELL,12,4.97,59.64,-0.07,0.00,59.57

"",,,,
"",,,,
Options
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Type,Strike Price,Expiry Date,Quantity,Traded Price,Multiplier,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
"FLNC  260116P00014000 ",30/10/2025,31/10/2025,SELL,PUT,14.00,16/01/2026,1,1.40,100,140.00,-0.61,-0.04,139.35
"FLNC  260116P00018000 ",30/10/2025,31/10/2025,SELL,PUT,18.00,16/01/2026,1,3.20,100,320.00,-0.61,-0.04,319.35
"FLNC  260116P00020000 ",30/10/2025,31/10/2025,BUY,PUT,20.00,16/01/2026,1,4.45,100,445.00,-0.60,-0.04,445.64
"FLNC  260116P00019000 ",30/10/2025,31/10/2025,SELL,PUT,19.00,16/01/2026,1,4.01,100,401.00,-0.61,-0.04,400.35
"FLNC  260116P00020000 ",30/10/2025,31/10/2025,BUY,PUT,20.00,16/01/2026,1,4.69,100,469.00,-0.60,-0.04,469.64
"SG    251031C00007500 ",27/10/2025,28/10/2025,SELL,CALL,7.50,31/10/2025,1,0.20,100,20.00,-0.61,-0.04,19.35
"APLS  270115C00028000 ",27/10/2025,28/10/2025,BUY,CALL,28.00,15/01/2027,1,8.35,100,835.00,-0.60,-0.04,835.64
"APLS  260116C00024000 ",27/10/2025,28/10/2025,SELL,CALL,24.00,16/01/2026,1,6.25,100,625.00,-0.61,-0.04,624.35
"DYN   260116C00010000 ",27/10/2025,28/10/2025,SELL,CALL,10.00,16/01/2026,1,13.79,100,1379.00,-0.61,-0.04,1378.35
"DYN   261218C00017500 ",27/10/2025,28/10/2025,BUY,CALL,17.50,18/12/2026,1,11.00,100,1100.00,-0.60,-0.04,1100.64
"FLNC  260116C00008000 ",27/10/2025,28/10/2025,SELL,CALL,8.00,16/01/2026,1,12.00,100,1200.00,-0.61,-0.04,1199.35
"CLSK  260116C00007500 ",27/10/2025,28/10/2025,SELL,CALL,7.50,16/01/2026,1,12.65,100,1265.00,-0.61,-0.04,1264.35
"CLSK  260116C00007500 ",22/10/2025,23/10/2025,BUY,CALL,7.50,16/01/2026,1,9.70,100,970.00,-0.60,-0.04,970.64
"FLNC  260116C00008000 ",22/10/2025,23/10/2025,BUY,CALL,8.00,16/01/2026,1,7.10,100,710.00,-0.60,-0.04,710.64
"FLNC  260116C00010000 ",20/10/2025,21/10/2025,BUY,CALL,10.00,16/01/2026,1,9.10,100,910.00,-0.60,-0.04,910.64
"NVTS  260116P00015000 ",16/10/2025,17/10/2025,SELL,PUT,15.00,16/01/2026,1,4.00,100,400.00,-0.61,-0.04,399.35
"NVTS  260116P00015000 ",16/10/2025,17/10/2025,BUY,PUT,15.00,16/01/2026,1,4.40,100,440.00,-0.60,-0.04,440.64
"FLNC  251017C00023000 ",15/10/2025,16/10/2025,SELL,CALL,23.00,17/10/2025,1,0.60,100,60.00,-0.61,-0.04,59.35
"FLNC  260116P00019000 ",15/10/2025,16/10/2025,BUY,PUT,19.00,16/01/2026,1,4.40,100,440.00,-0.60,-0.04,440.64
"FLNC  260116P00018000 ",15/10/2025,16/10/2025,BUY,PUT,18.00,16/01/2026,1,4.30,100,430.00,-0.60,-0.04,430.64
"RIVN  260116C00012500 ",14/10/2025,15/10/2025,SELL,CALL,12.50,16/01/2026,1,2.05,100,205.00,-0.61,-0.04,204.35
"RIVN  270115C00012000 ",14/10/2025,15/10/2025,BUY,CALL,12.00,15/01/2027,1,4.45,100,445.00,-0.60,-0.04,445.64
"RXRX  270115C00005000 ",14/10/2025,15/10/2025,BUY,CALL,5.00,15/01/2027,2,2.75,100,550.00,-1.20,-0.08,551.28
"RXRX  260116C00004000 ",14/10/2025,15/10/2025,SELL,CALL,4.00,16/01/2026,2,2.05,100,410.00,-1.21,-0.08,408.71
"NVTS  260116C00007000 ",14/10/2025,15/10/2025,SELL,CALL,7.00,16/01/2026,1,6.56,100,656.00,-0.61,-0.04,655.35
"NVTS  270115C00012000 ",14/10/2025,15/10/2025,BUY,CALL,12.00,15/01/2027,1,6.80,100,680.00,-0.60,-0.04,680.64
"CLSK  270115C00020000 ",14/10/2025,15/10/2025,BUY,CALL,20.00,15/01/2027,2,9.87,100,1974.00,-1.20,-0.08,1975.28
"CLSK  260116C00011000 ",14/10/2025,15/10/2025,SELL,CALL,11.00,16/01/2026,2,11.12,100,2224.00,-1.21,-0.08,2222.71
"FLNC  270115C00018000 ",14/10/2025,15/10/2025,BUY,CALL,18.00,15/01/2027,1,8.20,100,820.00,-0.60,-0.04,820.64
"FLNC  260116C00006000 ",14/10/2025,15/10/2025,SELL,CALL,6.00,16/01/2026,1,12.05,100,1205.00,-0.61,-0.04,1204.35
"CLSK  260116P00016000 ",09/10/2025,10/10/2025,BUY,PUT,16.00,16/01/2026,1,2.55,100,255.00,-0.60,-0.04,255.64
"LUNR  260116C00011000 ",06/10/2025,07/10/2025,BUY,CALL,11.00,16/01/2026,1,2.92,100,292.00,-0.60,-0.04,292.64
"CLSK  260116P00016000 ",06/10/2025,07/10/2025,BUY,PUT,16.00,16/01/2026,1,2.78,100,278.00,-0.60,-0.04,278.64
"FLNC  260116P00014000 ",06/10/2025,07/10/2025,BUY,PUT,14.00,16/01/2026,1,3.10,100,310.00,-0.60,-0.04,310.64

