"                                                    Monthly Statement 2025-09"
"TRADE RECORDS "
Stocks
Currency: USD
Symbol & Name,Trade Date,Settlement Date,Buy/Sell,Quantity,Traded Price,Gross Amount,Comm/Fee/Tax,VAT,Net Amount
NEGG NEWEGG COMMERCE INC,04/09/2025,05/09/2025,SELL,2,37.33,74.66,-0.08,0.00,74.58

RXRX RECURSION PHARMACEUTICALS INC,04/09/2025,05/09/2025,BUY,13,4.49,58.37,-0.06,0.00,58.43

QXO QXO INC,04/09/2025,05/09/2025,BUY,3,20.00,60.00,-0.06,0.00,60.06

CLSK CLEANSPARK INC,04/09/2025,05/09/2025,BUY,7,9.18,64.26,-0.06,0.00,64.32

FFWM FIRST FNDTN INC,04/09/2025,05/09/2025,SELL,10,6.05,60.50,-0.07,0.00,60.43

RIVN RIVIAN AUTOMOTIVE INC,04/09/2025,05/09/2025,BUY,4,13.98,55.92,-0.06,0.00,55.98

RIVN RIVIAN AUTOMOTIVE INC,04/09/2025,05/09/2025,BUY,10,14.54,145.40,-0.15,-0.01,145.56

RXRX RECURSION PHARMACEUTICALS INC,04/09/2025,05/09/2025,BUY,21,4.66,97.86,-0.10,-0.01,97.97

DJT TRUMP MEDIA & TECHNOLOGY GROUP,04/09/2025,05/09/2025,BUY,7,16.96,118.72,-0.12,-0.01,118.85

CLSK CLEANSPARK INC,04/09/2025,05/09/2025,BUY,6,9.43,56.58,-0.06,0.00,56.64

NEGG NEWEGG COMMERCE INC,03/09/2025,04/09/2025,BUY,2,30.00,60.00,-0.06,0.00,60.06

QXO QXO INC,03/09/2025,04/09/2025,BUY,3,20.58,61.74,-0.06,0.00,61.80

CLSK CLEANSPARK INC,03/09/2025,04/09/2025,SELL,6,9.70,58.20,-0.07,0.00,58.13

QXO QXO INC,03/09/2025,04/09/2025,BUY,3,21.18,63.53,-0.06,0.00,63.59

RIVN RIVIAN AUTOMOTIVE INC,03/09/2025,04/09/2025,SELL,4,14.60,58.40,-0.07,0.00,58.33

APLS APELLIS PHARMACEUTICALS INC,03/09/2025,04/09/2025,SELL,2,28.44,56.88,-0.07,0.00,56.81

RIVN RIVIAN AUTOMOTIVE INC,03/09/2025,04/09/2025,SELL,4,14.05,56.20,-0.07,0.00,56.13

QXO QXO INC,03/09/2025,04/09/2025,SELL,3,21.73,65.19,-0.08,0.00,65.11

SG SWEETGREEN INC,03/09/2025,04/09/2025,BUY,7,8.81,61.67,-0.06,0.00,61.73

SG SWEETGREEN INC,03/09/2025,04/09/2025,SELL,6,8.81,52.86,-0.06,0.00,52.80

NVTS NAVITAS SEMICONDUCTOR CORP,03/09/2025,04/09/2025,BUY,18,5.79,104.22,-0.10,-0.01,104.33

NEGG NEWEGG COMMERCE INC,03/09/2025,04/09/2025,BUY,2,39.40,78.80,-0.08,-0.01,78.89

APLS APELLIS PHARMACEUTICALS INC,02/09/2025,03/09/2025,BUY,2,27.73,55.46,-0.06,0.00,55.52

APLS APELLIS PHARMACEUTICALS INC,02/09/2025,03/09/2025,SELL,2,28.44,56.88,-0.07,0.00,56.81

IBRX IMMUNITYBIO INC,02/09/2025,03/09/2025,BUY,25,2.34,58.50,-0.06,0.00,58.56

CLSK CLEANSPARK INC,02/09/2025,03/09/2025,BUY,6,9.43,56.58,-0.06,0.00,56.64

GERN GERON CORP,02/09/2025,03/09/2025,SELL,42,1.48,62.16,-0.07,0.00,62.09

QXO QXO INC,02/09/2025,03/09/2025,SELL,3,21.12,63.36,-0.07,0.00,63.29

CLSK CLEANSPARK INC,02/09/2025,03/09/2025,SELL,6,9.70,58.20,-0.07,0.00,58.13

IBRX IMMUNITYBIO INC,02/09/2025,03/09/2025,SELL,25,2.42,60.50,-0.07,0.00,60.43

QXO QXO INC,02/09/2025,03/09/2025,BUY,3,20.65,61.95,-0.06,0.00,62.01

NEGG NEWEGG COMMERCE INC,02/09/2025,03/09/2025,BUY,1,43.50,43.50,-0.04,0.00,43.54

NEGG NEWEGG COMMERCE INC,02/09/2025,03/09/2025,BUY,1,43.51,43.51,-0.04,0.00,43.55

CLSK CLEANSPARK INC,02/09/2025,03/09/2025,BUY,6,9.26,55.56,-0.06,0.00,55.62

APLS APELLIS PHARMACEUTICALS INC,02/09/2025,03/09/2025,BUY,2,27.54,55.08,-0.06,0.00,55.14

"",,,,
"",,,,
Options
